,wp,type,syst,flav,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula
224,T,mujets,up,4,0,2.5,140,200,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.3700336840265408
225,T,mujets,up,4,0,2.5,200,300,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.3766040243376956
226,T,mujets,up,4,0,2.5,300,600,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.38298295800552695
227,T,mujets,up,4,0,2.5,600,1000,0,1,0.955728+-0.0012082*log(x+19)*log(x+18)*(3-0.373572*log(x+18))+0.4555395057940169
266,XT,mujets,central,5,0,2.5,20,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))
267,XT,mujets,central,4,0,2.5,20,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))
268,XT,mujets,down,5,0,2.5,20,30,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.06647671005279411
269,XT,mujets,down,5,0,2.5,30,50,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.05378447696563587
270,XT,mujets,down,5,0,2.5,50,70,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.04988149729553156
271,XT,mujets,down,5,0,2.5,70,100,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.04048743174348161
272,XT,mujets,down,5,0,2.5,100,140,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.06383100666079661
273,XT,mujets,down,5,0,2.5,140,200,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.10532738742896444
274,XT,mujets,down,5,0,2.5,200,300,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.1099157137030181
275,XT,mujets,down,5,0,2.5,300,600,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.11358894660521153
276,XT,mujets,down,5,0,2.5,600,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.12349985277165598
277,XT,mujets,down,4,0,2.5,20,30,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.2326684851847794
278,XT,mujets,down,4,0,2.5,30,50,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.18824566937972553
279,XT,mujets,down,4,0,2.5,50,70,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.17458524053436048
280,XT,mujets,down,4,0,2.5,70,100,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.14170601110218561
281,XT,mujets,down,4,0,2.5,100,140,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.22340852331278813
282,XT,mujets,down,4,0,2.5,140,200,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.36864585600137556
283,XT,mujets,down,4,0,2.5,200,300,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.38470499796056334
284,XT,mujets,down,4,0,2.5,300,600,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.39756131311824033
285,XT,mujets,down,4,0,2.5,600,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))-0.43224948470079594
286,XT,mujets,up,5,0,2.5,20,30,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.06647671005279411
287,XT,mujets,up,5,0,2.5,30,50,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.05378447696563587
288,XT,mujets,up,5,0,2.5,50,70,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.04988149729553156
289,XT,mujets,up,5,0,2.5,70,100,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.04048743174348161
290,XT,mujets,up,5,0,2.5,100,140,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.06383100666079661
291,XT,mujets,up,5,0,2.5,140,200,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.10532738742896444
292,XT,mujets,up,5,0,2.5,200,300,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.1099157137030181
293,XT,mujets,up,5,0,2.5,300,600,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.11358894660521153
294,XT,mujets,up,5,0,2.5,600,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.12349985277165598
295,XT,mujets,up,4,0,2.5,20,30,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.2326684851847794
296,XT,mujets,up,4,0,2.5,30,50,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.18824566937972553
297,XT,mujets,up,4,0,2.5,50,70,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.17458524053436048
298,XT,mujets,up,4,0,2.5,70,100,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.14170601110218561
299,XT,mujets,up,4,0,2.5,100,140,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.22340852331278813
300,XT,mujets,up,4,0,2.5,140,200,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.36864585600137556
301,XT,mujets,up,4,0,2.5,200,300,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.38470499796056334
302,XT,mujets,up,4,0,2.5,300,600,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.39756131311824033
303,XT,mujets,up,4,0,2.5,600,1000,0,1,1.00146+-0.00221562*log(x+19)*log(x+18)*(3-0.307221*log(x+18))+0.43224948470079594
342,XXT,mujets,central,5,0,2.5,20,1000,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))
343,XXT,mujets,central,4,0,2.5,20,1000,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))
344,XXT,mujets,down,5,0,2.5,20,30,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.07439951029289124
345,XXT,mujets,down,5,0,2.5,30,50,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.07428570126512991
346,XXT,mujets,down,5,0,2.5,50,70,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.08028762304849034
347,XXT,mujets,down,5,0,2.5,70,100,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.06425339627737713
348,XXT,mujets,down,5,0,2.5,100,140,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.07171220713249465
349,XXT,mujets,down,5,0,2.5,140,200,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.10131911865651923
350,XXT,mujets,down,5,0,2.5,200,300,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.11345493146318134
351,XXT,mujets,down,5,0,2.5,300,600,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.11205427137896094
352,XXT,mujets,down,5,0,2.5,600,1000,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.10901932659668055
353,XXT,mujets,down,4,0,2.5,20,30,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.26039828602511933
354,XXT,mujets,down,4,0,2.5,30,50,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.2599999544279547
355,XXT,mujets,down,4,0,2.5,50,70,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.2810066806697162
356,XXT,mujets,down,4,0,2.5,70,100,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.22488688697081993
357,XXT,mujets,down,4,0,2.5,100,140,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.25099272496373126
358,XXT,mujets,down,4,0,2.5,140,200,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.3546169152978173
359,XXT,mujets,down,4,0,2.5,200,300,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.3970922601211347
360,XXT,mujets,down,4,0,2.5,300,600,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.3921899498263633
361,XXT,mujets,down,4,0,2.5,600,1000,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))-0.3815676430883819
362,XXT,mujets,up,5,0,2.5,20,30,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.07439951029289124
363,XXT,mujets,up,5,0,2.5,30,50,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.07428570126512991
364,XXT,mujets,up,5,0,2.5,50,70,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.08028762304849034
365,XXT,mujets,up,5,0,2.5,70,100,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.06425339627737713
366,XXT,mujets,up,5,0,2.5,100,140,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.07171220713249465
367,XXT,mujets,up,5,0,2.5,140,200,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.10131911865651923
368,XXT,mujets,up,5,0,2.5,200,300,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.11345493146318134
369,XXT,mujets,up,5,0,2.5,300,600,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.11205427137896094
370,XXT,mujets,up,5,0,2.5,600,1000,0,1,1.2024+-0.0107219*log(x+19)*log(x+18)*(3-0.33885*log(x+18))+0.10901932659668055
